,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
AKAO,-0.7247312,0.17144,,,2.0,0.855363,,7.0,1.309,,7.0,5.29,3.795,1534291200,41.792,,,-175134000,0.0,-0.888,21.753,155559248,USD,,28332293,-2.36,-2.2415254,-89691000,286.0,,,0.0,11175000,0.19664,0.65287,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-163488000,1577750400,9,-150972992,-24.798069,7.0,-0.02,2,4.0412526,,0.0,0.0,3.313,buy,2.0,-0.54611,-1.3771499,1.024,0.164,,Healthcare,8.0,45209400,0.2603,11766414,1531440000,14557503,0.45139998,11.9,23.0,8.0,15.33,17.0,,,100535000,2.224,24622000,7151000,-3.809,,
AKRX,-0.5418943,0.17144,,,10.0,1.711943,,2.0,5.756,,6.0,15.69,3.943,1534291200,113.295,,,63620000,0.083330005,37.945,3.162,2414079232,USD,,93860059,0.47,33.382977,14305000,2284.0,,,0.45202,433147000,0.20679002,0.78498,Drug Manufacturers - Specialty & Generic,,,1514678400,,,,1,86400,,,1530316800,-184844992,1577750400,4,58964000,-0.025910001,8.0,-3.65,2,2.7258513,,-0.24209999,-0.24209999,2.716,hold,3.0,-0.00653,-0.23003,-0.041,6.1,,Healthcare,6.0,125451000,0.0792,9939058,1531440000,10972803,0.10609999,5.96,34.0,14.0,27.25,30.5,,,296782016,2.366,817803008,763491968,-1.479,,
AKS,-0.23550093,0.17144,,,1.0,2.429149,,1.0,0.091,,1.0,4.44,2.006,1534291200,549.245,-0.251,-0.267,438500000,0.06856,8.45,0.579,3705275392,USD,,313274628,0.88,5.0454545,-100375000,9200.0,,,0.1026,720800000,0.00818,0.65999,Steel,,,1514678400,879811200,2/1,,1,86400,,,1530316800,-70000000,1577750400,12,183000000,0.02865,1.0,0.29,2,48.79121,,-0.01096,-0.01096,0.665,hold,2.9,0.0271,-0.029830001,0.122,20.332,,Basic Materials,1.0,315512000,0.2575,81235119,1531440000,78118805,0.2999,5.36,7.0,3.25,5.21,5.0,,,46000000,0.146,2036600064,6395400192,-0.223,,
ALB,-0.19876921,0.17144,,,1.0,1.571314,,4.0,34.061,,1.0,95.52,2.192,1532995200,42.098,1.967,1.927,938180992,0.28531998,11.939,3.407,11201410048,USD,,107958486,6.1,15.659016,121866496,5400.0,,,0.37123,1109980000,0.00416,0.93901,Specialty Chemicals,,,1514678400,1172793600,2/1,,1,86400,,,1530316800,334524992,1577750400,20,582291008,0.22342,4.0,1.39,2,2.8043802,,0.101739995,0.101739995,1.462,buy,2.0,0.06192,0.09635,0.158,29.802,,Basic Materials,7.0,108450000,0.1237,13417510,1530230400,12366187,0.1381,10.06,157.0,85.0,126.25,126.0,,,908144000,8.374,1615405056,3288157952,2.996,,
ALGN,1.1944096,0.17144,,,2.0,1.819272,,2.0,15.178,,5.0,386.49,2.225,1534291200,,0.529,0.534,474313984,0.27357,64.04,17.52,30375266304,USD,,73347496,6.26,61.739613,137643504,8715.0,,,0.75177,1116947000,0.091800004,0.81128997,Medical Devices,,,1514678400,,,,1,86400,,,1530316800,294790016,1577750400,15,497572000,0.24757999,5.0,2.98,2,25.463827,,0.17003,0.17003,1.918,buy,1.8,0.15472999,0.25665,0.375,21.638,,Healthcare,7.0,80320096,0.0225,1806193,1531440000,1800442,0.0248,2.37,465.0,315.0,409.4,420.0,,,712622016,8.872,0,1733773056,3.608,,
ALK,-0.10592145,0.17144,,,1.0,0.476608,,4.0,29.163,,4.0,67.49,0.73,1534291200,64.347,-0.339,-0.341,1370000000,0.16957001,6.599,1.119,9040274432,USD,,122686840,6.07,11.118615,-15000000,21461.0,,,0.29657,2770000000,0.00417,0.90834,Airlines,,,1514678400,1404950400,2/1,,1,86400,,,1530316800,845000000,1577750400,13,1232000000,0.12217,1.0,1.95,2,2.3142338,,0.10459,0.10459,0.652,buy,2.2,0.05666,0.24646,0.026,65.656,,Industrials,1.0,123145000,0.0708,8713855,1531440000,7769007,0.0709,4.68,100.0,62.0,75.15,71.0,,,1568000000,12.733,2312000000,8079000064,6.84,,
ALKS,-0.07783592,0.17144,,,1.0,2.547195,,5.0,7.457,,3.0,44.84,2.922,1534291200,24.21,,,10834000,0.01059,643.168,6.814,6968084992,USD,,153578754,0.51,87.92157,37460248,2000.0,,,0.84426004,748626000,0.00921,1.03049,Biotechnology,,,1514678400,958348800,2/1,,1,86400,,,1530316800,-141219008,1577750400,13,60676000,-0.08891,3.0,9.17,2,6.013142,,-0.1381,-0.1381,2.447,buy,2.5,-0.03263,-0.11966,0.392,6.627,,Healthcare,4.0,155303008,0.0463,7188490,1531440000,7421317,0.1508,11.66,63.0,42.0,52.38,51.0,,,433507008,2.791,280391008,1022547008,-0.916,,
ALL,0.11416793,0.17144,,,1.0,0.868848,,3.0,59.997,,6.0,100.57,0.465,1534291200,27.883,0.208,0.168,5237000192,0.1345,7.594,1.021,39771623424,USD,,344975532,9.09,11.063807,3107000064,42460.0,,,0.24514,9198000000,0.0031,0.78621,Insurance - Property & Casualty,,,1514678400,899337600,2/1,,1,86400,,,1530316800,3440000000,1577750400,16,5056000000,0.12184,1.0,0.84,2,1.6762505,,0.09159,0.09159,0.23,buy,2.3,0.02644,0.15983,0.029,109.525,,Financial Services,1.0,346232000,0.0150999995,5228168,1531440000,4735655,0.0149,2.83,120.0,88.0,108.25,108.0,,,3612000000,10.432,6447000064,38935998464,9.519,,
ALLY,0.18601584,0.17144,,,1.0,1.104018,,1.0,30.861,,3.0,26.88,0.999,1534291200,414.803,0.47,0.385,,0.0,,11.06,63497388032,USD,,478408580,3.53,7.614731,,7900.0,,,0.9507,5441000000,0.00588,1.02421,Specialty Finance,,,1514678400,1397088000,310/1,,1,86400,,,1530316800,1059000000,1577750400,22,4017999872,0.27835,1.0,0.56,2,0.8710022,,0.18497999,0.18497999,0.987,buy,1.9,0.0063099996,0.07959,0.033,13.064,,Financial Services,2.0,422080992,0.0397,16762687,1531440000,16269076,0.0387,5.0,39.0,28.0,33.57,34.0,,,3987000064,8.31,54500999168,5741000192,2.402,,
ALNY,0.37082434,0.17144,,,1.0,3.125749,,3.0,16.116,,6.0,122.67,13.22,1534291200,1.851,,,-600144000,0.0,-18.082,101.581,10851519488,USD,,89236482,-7.16,-17.13268,-375262752,749.0,,,1.0,89912000,0.11415,0.91611,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-569937984,1577750400,15,-459758016,-5.73701,4.0,-0.37,2,7.6116905,,0.0,0.0,12.763,buy,2.1,-0.23764,-0.41544,0.877,1.1,,Healthcare,6.0,100666000,0.0539,5430343,1531440000,5092552,0.1145,5.58,230.0,73.0,144.87,149.0,,,1447666048,14.381,30000000,106826000,-5.867,,
ALRM,0.22445369,0.17144,,,2.0,1.089938,,8.0,5.582,,9.0,56.29,4.248,1534291200,25.921,0.1,0.088,72057000,0.19163999,36.21,6.939,2609194240,USD,,32431117,1.38,40.789856,32683250,828.0,,,0.66866,222749000,0.080749996,0.96537,Software - Application,,,1514678400,,,,1,86400,,,1530316800,36662000,1577750400,11,47655000,0.15246001,8.0,2.36,2,10.0842,,0.09753,0.09753,3.473,buy,1.9,0.09441,0.15359999,0.215,7.969,,Technology,8.0,47695600,0.103,4910348,1531440000,5836886,0.1608,12.06,60.0,38.0,54.09,57.0,,,105959000,2.222,69000000,375999008,0.74,,
ALV,0.1524961,0.17144,,,2.0,1.41399,,3.0,22.89,,3.0,89.09,1.225,1534291200,113.748,-0.714,-0.713,1323299968,0.12242,7.366,0.902,9747917824,USD,,78583411,8.88,10.032657,315162496,57588.0,,,0.20399,2149000000,0.0018099999,0.44505,Auto Parts,,,1514678400,1530489600,1388/1000,,1,86400,,,1530316800,494900000,1577750400,25,670300032,0.08332,3.0,0.75,2,3.8920925,,0.02935,0.02935,0.885,hold,2.8,0.0739,0.12121,0.115,124.247,,Consumer Cyclical,6.0,87132896,0.061300002,5344403,1531440000,4769313,0.0615,7.44,159.48,80.0,117.84,115.0,,,507500000,5.824,2283599872,10809499648,3.638,,
ALXN,-0.14769572,0.17144,,,10.0,1.187198,,1.0,39.351,,8.0,122.24,2.716,1534291200,36.553,,,1707600000,0.45599997,17.209,7.847,29385803776,USD,,221740395,8.54,14.313817,889662528,2525.0,,,0.91170996,3249000000,0.00472,0.96168,Biotechnology,,,1514678400,1306108800,2/1,,1,86400,,,1530316800,-100300000,1577750400,17,483100000,0.32561,8.0,0.99,2,3.1064012,,-0.02678,-0.02678,1.953,buy,1.8,0.05649,-0.0113699995,0.145,16.807,,Healthcare,2.0,222859008,0.0161,3597823,1531440000,3934046,0.016900001,2.24,173.0,123.0,158.41,164.0,,,1186099968,5.322,3204800000,3744699904,-0.454,,
AM,-0.11356181,0.17144,,,,1.794184,,,8.116,,,29.27,1.307,1534291200,91.002,0.057,0.062,548873984,0.62094,12.735,7.907,6989781504,USD,,87666355,2.16,13.550925,-183396496,,,,0.68827003,539959000,0.53075004,0.47775,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,258182000,1577750400,13,553289024,0.47335997,,1.03,2,3.6064563,,0.29208001,0.29208001,1.302,strong_buy,1.4,0.086330004,0.23622999,0.292,4.731,,Energy,,187046000,0.021,3934173,1531440000,3602360,0.044899996,5.47,51.0,33.0,37.77,37.0,,,19525000,0.104,1411565952,883944000,1.381,,
AMAT,-0.04345894,0.17144,,,1.0,1.326634,,2.0,6.943,,1.0,43.02,2.519,1534291200,77.773,0.376,0.268,5320000000,0.30916,8.213,2.539,43690893312,USD,,973583302,4.41,9.755102,1562375040,20700.0,,,0.45466998,6532000000,0.00354,0.78720003,Semiconductor Equipment & Materials,,,1509235200,1019001600,2/1,,1,86400,,,1532822400,3419000064,1572307200,22,3239000064,0.28347,1.0,0.56,2,6.196169,,0.19869,0.19869,1.589,buy,1.9,0.16497,0.44,0.193,16.618,,Technology,3.0,982990976,0.0136,13409550,1531440000,15061436,0.0128,1.41,75.0,49.0,62.09,62.5,,,3984000000,4.053,5308000256,17208000512,3.265,,
AMBA,-0.058948874,0.17144,,,2.0,1.155129,,5.0,14.038,,7.0,38.31,11.769,1534291200,,,,13914000,0.04828,66.454,3.208,924637952,USD,,31840164,1.24,30.895163,54405376,713.0,,,0.63032,,0.0471,0.70623,Semiconductor Equipment & Materials,,,1517356800,,,,1,86400,,,1525046400,6282000,1580428800,9,62443000,0.04117,6.0,6.29,2,2.7290213,,0.0218,0.0218,11.093,buy,2.5,0.01428,0.013459999,-0.112,8.669,,Technology,9.0,33410500,0.21040002,7029084,1531440000,6051712,0.2201,10.44,70.0,42.0,53.89,55.0,,,414119008,12.395,0,288204992,0.189,,
AMC,0.32862186,0.17144,,,1.0,0.653753,,10.0,15.451,,6.0,19.05,0.676,1534291200,244.865,,,881100032,0.16252,7.837,1.274,6905541120,USD,,50880553,0.38,50.131577,119512496,4332.0,,,0.18837999,883400000,0.012460001,1.02889,Media - Diversified,,,1514678400,,,,1,86400,,,1530316800,-279200000,1577750400,12,737400000,0.0614,10.0,30.56,2,1.2329298,,-0.0515,-0.0515,0.399,buy,2.2,0.02151,-0.12558,0.2,41.988,,Consumer Cyclical,10.0,51744400,0.114300005,14583303,1531440000,12828248,0.2832,6.91,29.0,16.0,20.83,20.5,,,316400000,2.48,4823600128,5421599744,-2.166,,
AMD,0.8870356,0.17144,,,2.0,3.601925,,2.0,0.902,,5.0,25.17,1.659,1534291200,158.476,,,628000000,0.098079994,39.291,3.854,24674574336,USD,,965854839,0.63,39.95238,150375008,8900.0,,,0.36046,1823000000,0.00519,0.72289,Semiconductors,,,1514592000,966902400,2/1,,1,86400,,,1530316800,315000000,1577664000,24,318000000,0.07293,1.0,94.57,2,27.904655,,0.049200002,0.049200002,1.125,hold,2.6,0.07811,0.48611,0.526,6.628,,Technology,3.0,974872000,0.15010001,146326415,1531440000,161542174,0.2008,1.86,30.0,7.0,18.68,20.0,,,983000000,1.008,1392999936,6402999808,0.289,,
AMGN,0.121090055,0.17144,,,1.0,1.687908,,4.0,22.972,,1.0,199.81,3.389,1534291200,231.384,0.196,0.067,12510000128,0.5395,10.774,5.813,134782959616,USD,,646255850,14.51,13.770503,8549125120,20800.0,,,0.83306,18926000000,0.0019200001,0.8084,Biotechnology,,,1514678400,943228800,2/1,,1,86400,,,1530316800,2364000000,1577750400,19,11294999552,0.45894,1.0,2.66,2,8.69798,,0.10195,0.10195,2.936,buy,2.3,0.09033,0.10139,0.043,32.938,,Healthcare,1.0,647272000,0.0167,10784032,1531440000,10314430,0.0162,4.4,228.0,179.0,204.26,205.0,,,29394999296,45.414,34496999424,23188000768,3.338,,
AMRN,0.0,0.17144,,,,1.12977,,,-0.242,,,3.16,1.425,1534291200,,,,-69124000,-0.34949002,-14.386,5.028,994420992,USD,,267537040,-0.06,-52.666668,-18842376,241.0,,,0.75303,136152000,0.00685,0.38282,Biotechnology,,,1514678400,1200614400,1/10,,1,86400,,,1530316800,-91595000,1577750400,5,-42660000,-0.35292998,,-0.22,2,,,-0.46310002,-0.46310002,1.108,buy,1.6,-0.23311001,,0.164,0.706,,Healthcare,,293935008,0.024300002,7198761,1531440000,5772879,,2.02,10.0,5.0,7.6,7.0,,,102257000,0.348,117024000,197787008,-0.327,,
AMRS,2.3560002,0.17144,,,,-2.123176,,,-5.064,,,8.97,0.421,1534291200,,,1.473,-19774000,-0.13097,-29.369,3.847,580750784,USD,,29324545,0.19,47.21053,-35989124,414.0,,,0.29747,23776000,0.45707,0.28795,Specialty Chemicals,,,1514678400,1496707200,1/15,,1,86400,,,1530316800,-136490000,1577750400,2,-93432000,-0.18893999,,-0.18,2,,,-0.83152,-0.83152,0.338,buy,2.0,-0.15412,,-0.097,3.134,,Basic Materials,,62366400,0.0804,4047494,1531440000,3653289,0.1867,6.35,15.0,10.0,12.5,12.5,,,14180000,0.282,171402000,150976992,-2.833,,
AMT,0.021746516,0.17144,,,1.0,0.870489,,5.0,12.581,,6.0,149.12,0.448,1534291200,295.881,-0.138,-0.164,4097799936,0.59319997,21.358,12.67,87522476032,USD,,439988655,3.64,40.96703,2920109568,4752.0,,,0.69211,4607300000,0.00174,0.95593,Telecom Services,,,1514678400,,,,1,86400,,,1530316800,1100499968,1577750400,20,3184600064,0.33344,3.0,5.8,2,11.852793,,0.16614,0.16614,0.342,buy,1.9,0.044060003,0.1466,0.071,15.928,,Communication Services,2.0,440835008,0.012,5269307,1531440000,5270082,0.012,2.92,173.0,145.0,162.45,163.0,,,834499968,1.893,21113800704,6907899904,2.522,,
APO,0.16802442,0.17144,,,,1.581094,,,4.94,,,34.53,1.978,1534291200,79.339,-0.43,-0.306,,0.0,,4.661,9848708096,USD,,146713191,3.21,10.757009,,1052.0,,,1.0,2557300000,0.01223,0.7593,Asset Management,,,1514678400,1377129600,1/1,,1,86400,,,1530316800,353201984,1577750400,13,783363968,0.42936,,-10.81,2,6.989878,,0.18816,0.18816,1.768,buy,1.8,0.14464,0.35946,0.164,10.756,,Financial Services,,201571008,0.0111,4500855,1531440000,6035710,0.0272,5.94,44.0,35.0,40.31,41.0,,,1152401024,5.717,2238927872,2112941952,1.793,,
APRN,-0.61494255,0.17144,,,,,,,0.879,,,2.02,2.74,1534291200,116.093,,,-119948000,-0.15486,-3.485,0.54,418001632,USD,,61511545,-0.51,-3.9607844,-130071376,3281.0,,,0.301,253227000,0.02819,0.44177,Specialty Retail,,,1514678400,,,,1,86400,,,1530316800,-190822000,1577750400,9,-120354000,-0.19923,,0.08,2,2.298066,,-0.24636999,-0.24636999,2.198,hold,2.7,-0.23629,-2.2377,-0.246,4.07,,Consumer Cyclical,,62222900,0.1012,19488755,1531440000,16419483,0.3425,4.16,6.0,1.3,2.71,2.15,,,182583008,0.948,196334000,774537024,-1.003,,
APTI,1.1801014,0.17144,,,2.0,,,8.0,3.389,,9.0,38.8,2.294,1534291200,71.699,,,-14621000,-0.06881,-108.258,7.449,1582834176,USD,,33438229,0.25,155.2,20420000,852.0,,,0.69294,129966000,0.13384,0.74036,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-24966000,1577750400,8,15745000,-0.10267,10.0,3.64,2,11.448805,,-0.1175,-0.1175,2.164,buy,2.1,-0.04508,-0.22287,0.306,5.055,,Technology,10.0,44574800,0.0624,2782381,1531440000,2938013,0.0865,6.66,44.0,35.0,40.5,42.0,,,249384000,5.595,108288000,212478000,-0.594,,
AR,-0.050804734,0.17144,,,2.0,0.26344,,5.0,25.403,,10.0,18.51,1.059,1534291200,60.075,,,1452850048,0.42696998,8.239,3.518,11969844224,USD,,215320626,1.83,10.114754,-843573248,608.0,,,0.41749,1373187000,0.01385,0.44248,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,230254000,1577750400,19,2197645056,0.07661,7.0,0.24,2,0.7286541,,0.06767,0.06767,0.517,buy,2.3,0.01047,0.05298,0.325,10.761,,Energy,8.0,317086016,0.082399994,26140313,1531440000,27616567,0.1269,9.16,28.0,20.0,23.97,23.0,,,50608000,0.16,5288344064,3402681088,0.728,,
BABA,0.020813942,0.17144,,,,2.615728,,,23.15,,,175.01,1.443,1534291200,29.22,-0.415,-0.406,12824240128,0.30025,35.524,10.666,455574552576,CNY,,893800300,7.67,22.81747,14042006528,86833.0,,,0.52846,144023000000,0.5251,0.40473998,Specialty Retail,,,1522454400,,,,1,86400,,,1530316800,8814023680,1585612800,45,20583079936,0.21749,,46.63,2,7.5598273,,0.20687,0.20687,1.128,buy,1.7,0.056999996,0.13484,0.612,16.668,,Consumer Cyclical,,2571930112,0.040799998,141518165,1531440000,133752561,,5.18,295.31,190.2,232.32,230.24,,,28142952448,10.904,20990136320,42712305664,3.367,,
BAC,0.28725612,0.17144,,,1.0,1.674909,,6.0,24.073,,2.0,30.93,,1534291200,,0.416,0.329,,0.0,,3.813,322278260736,USD,,9780613994,2.9,10.665517,,208000.0,,,0.0,83956000000,0.00084,0.68968004,Banks - Global,,,1514678400,1093824000,2/1,,1,86400,,,1530316800,19993999360,1577750400,27,47579000832,0.35971,9.0,1.35,2,1.2848419,,0.25429,0.25429,,buy,2.0,0.00945,0.08031,-0.015,8.21,,Financial Services,10.0,9988249600,0.0145000005,144660332,1531440000,110138549,0.014199999,2.39,39.0,28.0,34.57,35.0,,,532582006784,50.643,499787988992,84512997376,1.904,,
BAX,0.18753016,0.17144,,,1.0,1.057808,,7.0,16.6,,3.0,74.37,2.621,1534291200,39.441,0.308,0.294,2351000064,0.21372999,17.075,3.649,40143314944,USD,,497401686,3.29,22.604864,978750016,47000.0,,,0.43173,4573000000,0.00089,0.86329,Medical Instruments & Supplies,,,1514678400,1435708800,1841/1000,,1,86400,,,1530316800,919000000,1577750400,13,1971000064,0.14482,4.0,1.88,2,4.4801207,,0.08291,0.08291,1.765,buy,2.3,0.059369996,0.10192,0.091,20.352,,Healthcare,5.0,534265984,0.0088,4721321,1531440000,5075949,0.0094,1.52,90.0,68.0,79.62,80.0,,,2856999936,5.348,3497999872,11000000512,1.642,,
BBBY,-0.3656609,0.17144,,,2.0,0.996462,,9.0,21.361,,10.0,17.94,1.859,1534291200,51.381,-0.396,-0.421,1030211968,0.08334,2.976,0.248,3066200320,USD,,131313496,1.98,9.060606,447826752,65000.0,,,0.35659,4443015000,0.03779,0.99351,Specialty Retail,,,1520035200,966211200,2/1,,1,86400,,,1527897600,393151008,1583193600,17,900049024,0.05764,8.0,-0.46,2,0.83984834,,0.03181,0.03181,0.389,hold,3.5,0.06412,0.141,0.004,89.635,,Consumer Cyclical,1.0,140130000,0.22219999,31143285,1531440000,29005351,0.2601,10.51,20.0,16.0,17.82,18.0,,,826958976,6.083,1492194048,12360826880,2.842,,
BBD,-0.38016534,0.17144,,,9.0,1.794011,,6.0,4.445,,8.0,6.94,,1534291200,,0.26,0.158,,0.0,,6.892,105506856960,BRL,,4663685606,0.86,8.069767,,97683.0,,,0.0,57387251000,0.00059999997,0.23888999,Banks - Regional - Latin America,,,1514678400,1493683200,11/10,,1,86400,,,1530316800,4124995328,1577750400,6,-18578251776,0.12574,10.0,0.46,2,1.5613048,,0.26946,0.26946,,buy,2.3,0.012940001,0.14222,-0.181,2.287,,Financial Services,7.0,6693579776,0.0031,18870302,1531440000,9157974,,1.68,11.5,7.4,9.57,9.7,,,62685036544,9.365,122851950592,15308114944,0.616,,
BBT,0.11319935,0.17144,,,2.0,1.136185,,8.0,34.511,,8.0,51.66,,1534291200,,0.286,0.213,,0.0,,6.202,67131248640,USD,,771240667,4.34,11.903225,,35782.0,,,0.0,10770000000,0.0071799997,0.67292,Banks - Regional - US,,,1514678400,902188800,2/1,,1,86400,,,1530316800,2731000064,1577750400,25,4574000128,0.39067,7.0,1.87,2,1.4969139,,0.26836002,0.26836002,,buy,2.4,0.01319,0.09731,0.009,13.819,,Financial Services,6.0,774446976,0.0121,9360919,1531440000,9801103,0.0121,2.44,63.0,52.0,56.49,56.0,,,3932999936,5.078,28052000768,10824999936,3.44,,
BBY,0.4319017,0.17144,,,1.0,0.031162,,3.0,11.419,,3.0,79.56,1.213,1534291200,26.616,0.284,0.167,2700999936,0.06256,7.47,0.467,20176769024,USD,,242018550,5.47,14.54479,1370625024,125000.0,,,0.23291,,0.14182,0.85148,Specialty Retail,,,1517616000,1123113600,3/2,,1,86400,,,1533340800,1054000000,1580688000,19,2556999936,0.04607,3.0,1.06,2,6.967335,,0.02444,0.02444,0.449,hold,2.9,0.09774,0.27983,0.049,150.186,,Consumer Cyclical,6.0,279392000,0.0616,17220309,1531440000,18914657,0.081499994,7.88,95.0,59.0,79.89,79.0,,,2329999872,8.351,848000000,43171000320,3.598,,
BCEI,0.1794591,0.17144,,,2.0,2.011641,,9.0,34.596,,3.0,31.0,0.827,1534291200,8.446,-0.925,-0.948,70836000,0.30601,9.894,3.028,700871360,USD,,18826507,9.48,3.2700424,-81675872,156.0,,,0.74546,141252000,0.01959,1.08002,Oil & Gas E&P,,,1514678400,1493596800,1000/111588,,1,86400,,,1530316800,17169000,1577750400,3,73556000,0.12704,8.0,0.45,2,0.8960573,,0.07469,0.07469,0.755,buy,2.5,0.02145,0.02475,0.628,11.358,,Energy,6.0,20541100,0.0661,1357601,1531440000,715016,0.0664,1.94,50.0,41.0,44.67,43.0,,,21989000,1.07,60000000,231484992,0.839,,
BCO,-0.03652394,0.17144,,,1.0,1.591928,,2.0,4.373,,1.0,75.1,1.793,1534291200,501.265,,,387300000,0.11124,11.876,1.321,4599613952,USD,,49570511,5.09,14.754419,125812496,62000.0,,,0.21603,738800000,0.00931,0.9967,Security & Protection Services,,,1514678400,,,,1,86400,,,1530316800,-117800000,1577750400,4,236500000,0.06707,1.0,1.15,2,17.173565,,-0.03384,-0.03384,1.468,buy,1.6,0.05657,-0.32708,0.054,68.399,,Industrials,1.0,50951800,0.040900003,2081857,1531440000,2236551,0.0539,5.37,110.0,98.0,101.5,99.0,,,548899968,10.773,1228600064,3481499904,-2.314,,
BDC,-0.0803892,0.17144,,,1.0,2.637465,,5.0,33.237,,1.0,72.72,1.786,1534291200,109.756,-0.234,-0.198,448702016,0.17942,9.23,1.656,4141435904,USD,,40068896,6.86,10.600583,216044128,8800.0,,,0.39953,973572000,0.01712,1.26758,Electronic Components,,,1514678400,1089936000,1/2,,1,86400,,,1530403200,28102000,1577750400,10,191156992,0.12006,1.0,1.13,2,2.1879232,,0.0252,0.0252,1.184,buy,1.8,0.050029997,0.04434,0.095,59.99,,Technology,2.0,40638200,0.14109999,5734943,1531440000,6618493,0.1901,11.56,92.0,80.0,85.7,86.0,,,261448992,6.434,1482928000,2500833024,0.674,,
BDX,0.3071555,0.17144,,,1.0,1.119487,,4.0,79.813,,1.0,261.87,1.232,1534291200,104.181,,,4268999936,0.28948,21.201,6.137,90505150464,USD,,266742154,12.67,20.668509,1927624960,65000.0,,,0.48844,5942000000,0.0025600002,0.89719003,Medical Instruments & Supplies,,,1506729600,903657600,2/1,,1,86400,,,1530316800,621000000,1569801600,15,2684999936,0.17434,2.0,1.61,2,3.2810442,,0.05242,0.05242,0.596,buy,1.8,0.03526,0.045539998,0.41,59.396,,Healthcare,5.0,267564000,0.017,4554120,1531440000,5364913,0.0229,4.85,290.0,248.0,267.13,265.0,,,1399000064,5.229,22250000384,14746999808,2.439,,
BEAT,0.55319154,0.17144,,,2.0,0.915793,,2.0,8.351,,2.0,61.8,2.29,1534291200,74.117,4.8,5.051,84570000,0.24247,24.502,5.941,2072096128,USD,,32030228,1.61,38.385094,36808624,1600.0,,,0.59481,159079000,0.02062,0.93977,Diagnostics & Research,,,1514678400,,,,1,86400,,,1530316800,-1452000,1577750400,6,29185000,0.1252,1.0,1.55,2,7.4003115,,-0.00416,-0.00416,1.945,buy,1.7,0.07255,-0.017070001,0.696,10.825,,Healthcare,3.0,32723300,0.0799,2613998,1531440000,2929136,0.0915,5.95,90.0,57.0,66.33,62.5,,,39434000,1.205,202488992,348784000,-0.053,,
BEN,-0.25414753,0.17144,,,2.0,1.5243,,8.0,18.642,,8.0,31.74,4.845,1534291200,5.971,0.025,-0.021,2252000000,0.35139,4.512,1.585,10160375808,USD,,297418972,3.1,10.238709,2757612544,9800.0,,,0.4591,2927600000,0.43631,0.48925,Asset Management,,,1506729600,1374796800,3/1,,1,86400,,,1530316800,667500032,1569801600,12,1685600000,0.34654,4.0,13.13,2,1.702607,,0.107209995,0.107209995,4.845,hold,3.3,0.08411,0.05553,-0.034,11.746,,Financial Services,1.0,527057984,0.0279,14728439,1531440000,16568578,0.045500003,5.15,36.0,28.0,32.46,33.0,,,9988800512,18.952,729800000,6408800256,1.219,,
BERY,-0.16077393,0.17144,,,2.0,1.369049,,5.0,10.137,,6.0,47.73,2.011,1534291200,444.436,0.025,0.028,1340000000,0.17412001,8.897,1.549,11921989632,USD,,123490010,3.85,12.397403,386500000,23000.0,,,0.18827999,1404000000,0.00321,0.96275,Packaging & Containers,,,1506729600,,,,1,86400,,,1530316800,473000000,1569801600,13,951000000,0.1046,3.0,1.26,2,4.7084937,,0.06146,0.06146,1.116,buy,1.7,0.057210002,0.43256,0.087,58.692,,Consumer Cyclical,1.0,131800000,0.0189,2493191,1531440000,1952808,0.0191,1.72,71.0,56.0,61.85,61.0,,,365000000,2.769,5951000064,7696000000,3.474,,
