,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
NBR,-0.08840579,0.18035269,,,1.0,1.668335,,8.0,8.569,,10.0,6.17,2.04,1534291200,115.822,,,663782016,0.23156999,8.55,1.98,5675628032,USD,,334501471,-0.23,-26.826086,-24917000,15000.0,,,0.34335,847417000,0.08911,0.97962,Oil & Gas Drilling,,,1514678400,1145318400,2/1,,1,86400,,,1530316800,-573516992,1577750400,23,149643008,-0.070250005,7.0,0.03,2,0.72003734,,-0.21205,-0.21205,1.692,buy,1.9,-0.01535,-0.17985001,0.207,9.531,,Energy,1.0,357464992,0.1558,55696764,1531440000,54895275,0.1557,4.76,13.0,7.5,9.3,9.1,,,636545984,1.781,3818855936,2866493952,-2.01,,
NEM,-0.19870973,0.18035269,,,1.0,0.500105,,1.0,20.287,,10.0,31.03,4.599,1534291200,34.826,0.656,0.669,2796999936,0.38516,6.753,2.601,18888075264,USD,,531318478,1.55,20.019356,1374125056,12547.0,,,0.45167,3331000000,0.0025600002,0.86431,Gold,,,1514678400,766972800,5/4,,1,86400,,,1530316800,124000000,1577750400,17,2104000000,0.21716,8.0,6.69,2,1.5295509,,0.02258,0.02258,3.164,buy,2.4,0.04716,0.01282,-0.114,13.612,,Basic Materials,5.0,533399008,0.0178,9475480,1531440000,6466802,0.0238,1.92,50.0,35.0,43.81,44.0,,,3183000064,5.967,4120999936,7262000128,0.305,,
NEPT,3.5647058,0.18035269,,,,1.348243,,,0.773,,,4.04,2.603,1534291200,5.303,,,-15267647,-0.77275,-19.348,14.951,295400416,CAD,,54459016,-0.03,-134.66667,,58.0,,,0.20448999,6324292,0.24215001,0.17415,Biotechnology,,,1522454400,,,,1,86400,,,1530316800,11258144,1585612800,1,-4255304,-0.89709,,,2,5.226391,,0.56981,0.56981,1.856,buy,2.0,,,-0.209,0.251,,Healthcare,,78804200,0.0369,2927845,1531440000,2096080,,3.99,3.15,3.15,3.15,3.15,,,15386410,0.194,3247597,19757514,0.141,,
NFLX,1.1257162,0.18035269,,,2.0,1.137365,,10.0,10.326,,9.0,367.68,1.537,1534291200,185.519,4.667,4.859,1439809024,0.10374,114.391,11.867,164701487104,USD,,428851615,4.36,84.33027,7816227328,4800.0,,,0.38134,4033047000,0.01733,0.76211,Media - Diversified,,,1514678400,1436918400,7/1,,1,86400,,,1530316800,989580032,1577750400,41,-1662560000,0.09819,10.0,2.21,2,35.607204,,0.0713,0.0713,0.643,buy,2.3,0.04348,0.2601,0.403,32.0,,Consumer Cyclical,10.0,435457984,0.038,16529310,1531440000,16604277,0.0437,1.29,494.0,125.0,377.2,390.0,,,3906356992,8.971,8342067200,13878739968,2.203,,
NFX,0.062042356,0.18035269,,,1.0,1.661779,,7.0,8.297,,2.0,27.28,0.72,1534291200,148.476,0.204,0.214,975000000,0.44178,7.784,3.439,7589822976,USD,,196153252,4.31,6.329467,-511249984,1010.0,,,0.71001,1186000000,0.0056800004,1.02791,Oil & Gas E&P,,,1514678400,1117065600,2/1,,1,86400,,,1530316800,387000000,1577750400,31,1226000000,0.19937,5.0,0.25,2,3.2879355,,0.17535,0.17535,0.61,buy,2.1,0.05469,0.27186,0.689,11.063,,Energy,7.0,197676000,0.0388,7747609,1531440000,7952964,0.0521,2.84,60.0,24.0,37.81,37.0,,,293000000,1.482,2435000064,2207000064,1.93,,
NG,-0.19823784,0.18035269,,,2.0,-0.896425,,10.0,0.833,,9.0,3.67,31.814,1534291200,34.687,,,-18840000,0.0,-63.518,,1196670208,USD,,211971927,-0.05,-73.4,-6363125,13.0,,,0.0,,0.27368,0.47134,Gold,,,1512000000,,,,1,86400,,,1527724800,-38257000,1575072000,2,-9014000,0.0,9.0,,2,4.405762,,0.0,0.0,31.449,buy,2.0,-0.03021,-0.13799,,,,Basic Materials,9.0,322326016,0.0381,12272423,1531440000,11998573,0.052399997,7.19,7.5,7.0,7.25,7.25,,,70477000,0.219,93127000,,-0.119,,
NKE,0.53178644,0.18035269,,,2.0,0.563096,,7.0,6.129,,3.0,82.2,2.506,1534291200,38.83,0.16,0.128,5218999808,0.14339,24.689,3.54,128850141184,USD,,1258740111,3.13,26.261978,3212624896,73100.0,,,0.43839002,15956000000,0.01717,0.82706,Footwear & Accessories,,,1527724800,1450915200,2/1,,1,86400,,,1527724800,1932999936,1590883200,32,4954999808,0.12213001,10.0,2.51,2,13.411649,,0.05311,0.05311,1.448,buy,2.3,0.12133,0.17399,0.128,22.415,,Consumer Cyclical,10.0,1280489984,0.0075,12056907,1531440000,12022562,0.0123000005,2.21,93.0,50.0,82.36,84.5,,,5245000192,3.277,3809999872,36396998656,1.17,,
NKTR,2.0372758,0.18035269,,,1.0,2.824,,6.0,10.79,,7.0,66.49,19.67,1534291200,13.227,,,964561984,0.70194,10.165,7.136,9805208576,USD,,171361523,-1.6,-41.556248,602476032,509.0,,,0.98094004,278564000,0.0089300005,0.94016,Biotechnology,,,1514678400,966988800,2/1,,1,86400,,,1530316800,902713024,1577750400,9,919851008,0.69352996,5.0,-2.38,2,6.162187,,0.65693,0.65693,19.187,buy,1.8,0.42713,0.96867996,30.447,8.494,,Healthcare,4.0,172468992,0.0921,15890998,1531440000,16014597,0.17870001,7.54,125.0,49.0,92.78,101.0,,,1823808000,10.575,246078000,1374129024,5.376,,
NLSN,-0.32723528,0.18035269,,,1.0,0.652404,,3.0,11.399,,6.0,26.0,1.185,1534291200,204.099,-0.455,-0.45,1656999936,0.24884,10.703,2.663,17735471104,USD,,348082144,1.29,20.155039,728249984,46000.0,,,0.57306,3807000000,0.00425,1.09078,Business Services,,,1514678400,,,,1,86400,,,1530316800,371000000,1577750400,15,1168999936,0.18952,4.0,1.04,2,2.280902,,0.055710003,0.055710003,0.961,buy,2.1,0.04753,0.08916,0.002,18.694,,Industrials,5.0,355208000,0.0784,27846505,1531440000,23066131,0.1,2.9,34.0,18.0,27.53,27.0,,,399000000,1.123,8664000512,6658999808,1.04,,
NLY,-0.13544202,0.18035269,,,1.0,-0.09221,,3.0,10.345,,7.0,10.62,0.025,1534291200,602.981,,39.749,,0.0,,27.945,96831291392,USD,,1162435081,1.16,9.155172,,6.0,,,1.0,1976055000,0.0032499998,0.57212,REIT - Diversified,,,1514678400,,,,1,86400,,,1530316800,2910355968,1577750400,5,9109638144,0.92555,4.0,-4.68,2,1.0265828,,0.87681,0.87681,0.012,hold,3.0,0.03305,0.23027,8.235,3.049,,Real Estate,3.0,1166659968,0.0437,50978700,1531440000,31358349,0.044099998,5.58,11.0,10.0,10.4,10.5,,,564558016,0.484,83053748224,3465041920,2.56,,
NOC,0.11422384,0.18035269,,,1.0,0.712863,,3.0,47.213,,1.0,298.49,1.241,1534291200,183.919,0.244,0.241,4092999936,0.15287,15.96,2.44,65325809664,USD,,160996254,19.01,15.7017355,620750016,70000.0,,,0.22376,5954000000,0.00505,0.82325995,Aerospace & Defense,,,1514678400,1301529600,10000/9035,,1,86400,,,1530316800,2238000128,1577750400,18,3183000064,0.13259,1.0,1.11,2,6.322199,,0.08359,0.08359,1.101,buy,2.0,0.07022,0.31641,0.1,153.653,,Industrials,3.0,174123008,0.010299999,1797828,1531440000,1575211,0.0117,1.34,414.0,300.0,360.44,365.0,,,1539000064,8.839,15130999808,26773999616,12.757,,
NS,-0.29799998,0.18035269,,,,2.066408,,,17.887,,,27.68,0.697,1534291200,121.795,-0.212,0.12,632990016,0.34157002,12.04,4.113,7621428736,USD,,87250438,1.36,20.352942,-68452128,1694.0,,,0.63354,1162420000,0.18406999,0.54045,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,112017000,1577750400,7,441660992,0.18635,,0.39,2,1.5474927,,0.093030006,0.093030006,0.523,hold,2.9,0.03319,0.082320005,0.116,19.893,,Energy,,107043000,0.0279,2985052,1531440000,3640535,0.0377,3.4,28.0,24.0,26.29,27.0,,,20344000,0.19,3443365888,1853186048,1.202,,
NSC,0.43827927,0.18035269,,,1.0,1.49832,,3.0,59.133,,1.0,173.84,0.81,1534291200,59.943,0.466,0.429,4897999872,0.44714,11.898,5.32,58274385920,USD,,279766536,10.03,17.332005,1416249984,27110.0,,,0.44687,4641000000,0.00102,0.74557996,Railroads,,,1514678400,876441600,3/1,,1,86400,,,1530316800,5731999744,1577750400,21,3503000064,0.34855,3.0,1.15,2,2.9398136,,0.52364,0.52364,0.623,buy,2.4,0.067490004,0.39259,0.099,38.535,,Industrials,6.0,280030016,0.0404,11303174,1531440000,5795090,0.0399,6.33,205.0,112.0,175.19,176.0,,,430000000,1.536,9925999616,10954000384,20.0,,
NTAP,1.2859399,0.18035269,,,2.0,1.647006,,3.0,7.392,,7.0,86.81,2.061,1534291200,90.635,1.234,1.16,1199000064,0.19771999,16.209,3.205,19434670080,USD,,258957130,4.88,17.788933,847625024,10300.0,,,0.63291,3699000000,0.00154,0.98399,Data Storage,,,1524787200,953769600,2/1,,1,86400,,,1532649600,228000000,1587945600,20,1554000000,0.1715,5.0,1.23,2,11.743776,,0.0376,0.0376,1.913,buy,2.3,0.07026,0.097229995,0.116,22.797,,Technology,5.0,259268000,0.041500002,10770176,1531440000,12355744,0.0602,4.24,105.0,60.0,86.5,90.0,,,4816999936,18.579,1742000000,6064000000,0.837,,
NTES,-0.27757543,0.18035269,,,10.0,1.517424,,1.0,50.985,,6.0,197.71,2.106,1534291200,28.162,-0.28,-0.291,1343585024,0.15361,15.437,2.371,20740714496,CNY,,72358873,9.97,19.830492,669559424,18129.0,,,0.43257,25912693000,0.01523,0.52591,Internet Content & Information,,,1514678400,1143504000,4/1,,1,86400,,,1530316800,1014064512,1577750400,30,1428741376,0.13063,8.0,-113.1,2,3.8778074,,0.11594,0.11594,1.62,buy,2.2,0.06683,0.15371999,0.217,66.713,,Technology,1.0,131329000,0.0137,1802543,1531440000,2341900,,1.78,373.6,254.04,294.63,288.91,,,6707442176,51.589,1934312576,8746429440,7.706,,
NTNX,1.8553991,0.18035269,,,1.0,,,6.0,2.082,,9.0,56.32,3.053,1534291200,119.174,,,-299487008,-0.29214,-32.989,9.638,9879822336,USD,,129591720,-0.11,-512.0,-54827000,3709.0,,,0.59978,439538000,0.02885,0.67704004,Software - Infrastructure,,,1501459200,,,,1,86400,,,1525046400,-354296992,1564531200,20,75729000,-0.33589,9.0,2.19,2,27.050913,,-0.34561002,-0.34561002,2.881,buy,2.1,-0.19620001,-1.5752901,0.407,6.42,,Technology,10.0,132472000,0.0438,7469779,1531440000,6852060,0.0704,3.94,72.0,25.0,59.7,63.5,,,923464000,5.411,422567008,1025132992,-2.219,,
NUE,0.14601207,0.18035269,,,2.0,1.639829,,6.0,29.63,,5.0,62.5,3.055,1534291200,44.08,1.125,1.115,2977208064,0.13356,7.735,1.033,23030183936,USD,,315154036,6.52,9.58589,692513152,25100.0,,,0.13468,2569407000,0.00492,0.80433,Steel,,,1514678400,1149120000,2/1,,1,86400,,,1530316800,1669917056,1577750400,15,1570994048,0.10106,7.0,0.69,2,2.1093488,,0.07519,0.07519,1.5,buy,1.9,0.083900005,0.19026,0.249,69.815,,Basic Materials,8.0,316343008,0.0138,4374713,1531440000,4787766,0.0138,1.67,90.0,65.0,78.12,78.0,,,1486452992,4.699,4291411968,22291638272,5.216,,
NVAX,0.38888884,0.18035269,,,1.0,3.187084,,6.0,-0.23,,7.0,1.56,4.517,1534291200,,,,-165132992,0.0,-4.369,18.408,721425792,USD,,378169038,-0.45,-3.4666667,-90142000,347.0,,,0.0,-137259000,0.0115600005,0.43562,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-186294000,1577750400,7,-187842000,-4.46336,6.0,,2,,,0.0,0.0,3.885,buy,2.4,-0.34083,,0.6,0.118,,Healthcare,8.0,382592000,0.1412,54029493,1531440000,55236505,0.14310001,13.94,10.0,1.5,3.86,3.0,,,167111008,0.437,318475008,39190000,-0.562,,
NVCR,1.2493505,0.18035269,,,2.0,3.094,,9.0,1.212,,6.0,45.05,6.407,1534291200,133.113,,,-22522000,-0.103590004,-175.514,18.182,3952920832,USD,,66884269,0.16,281.5625,-268000,495.0,,,0.68415,121612000,0.21256,0.63793,,,,1514678400,,,,1,86400,,,1530316800,-58677000,1577750400,5,-24667000,-0.13795,8.0,-1.09,2,37.169968,,-0.26989,-0.26989,5.919,buy,1.8,-0.06613,-0.51106,0.603,2.417,,,5.0,92503296,0.0343,3183044,1531440000,3659206,0.0422,4.62,47.0,31.0,40.4,40.0,,,218955008,2.357,149195008,217408992,-0.652,,
NVDA,0.67446196,0.18035269,,,1.0,1.426308,,7.0,14.465,,1.0,280.68,7.408,1532995200,22.752,0.913,0.889,4639000064,0.39058998,30.806,12.032,142908555264,USD,,583290880,7.98,35.17293,2520624896,11528.0,,,0.62415004,5823000000,0.042680003,0.68073,Semiconductors,,,1517097600,1189468800,3/2,,1,86400,,,1532822400,4301000192,1580169600,33,4872999936,0.37215,4.0,2.22,2,19.404078,,0.36213002,0.36213002,6.57,buy,2.0,0.24794,0.58248,0.4,19.631,,Technology,7.0,607000000,0.0186,11273456,1530230400,13275030,0.0194,1.5,587.0,225.0,297.03,300.0,,,7943000064,13.064,2000999936,11877000192,6.861,,
NVS,-0.0036993623,0.18035269,,,10.0,0.918407,,1.0,33.085,,1.0,83.01,1.148,1534291200,42.075,2.988,2.923,15729999872,0.30122,13.562,4.085,213324103680,USD,,2182459137,5.56,14.929856,8541374976,125000.0,,,0.67216,33177000000,6.0000002e-05,0.113000005,Drug Manufacturers - Major,,,1514678400,958003200,2/1,,1,86400,,,1530316800,13850000384,1577750400,2,13450000384,0.20207001,4.0,2.3,2,2.5089922,,0.26522,0.26522,0.785,hold,2.7,0.04782,0.18866,0.076,22.433,,Healthcare,9.0,2321740032,0.0011,2458628,1531440000,1796542,,1.23,94.0,85.5,89.75,89.75,,,12960000000,5.582,32355999744,52219998208,5.884,,
NVTA,0.44444442,0.18035269,,,1.0,1.605353,,9.0,2.01,,9.0,14.81,3.752,1534291200,45.351,,,-116606000,-1.07447,-8.2,8.81,956142784,USD,,51772118,-1.32,-11.219697,-73409752,688.0,,,0.36561,18079000,0.083979994,0.74763,Diagnostics & Research,,,1514678400,,,,1,86400,,,1530316800,-135686000,1577750400,3,-114817000,-1.18199,9.0,-0.88,2,7.3681593,,-1.25028,-1.25028,3.375,buy,1.8,-0.42387,-1.31855,1.602,1.956,,Healthcare,8.0,69047904,0.0608,4197900,1531440000,5062844,0.098500006,4.07,15.0,10.0,12.33,12.0,,,85144000,1.233,62878000,108524000,-2.445,,
NWL,-0.55131364,0.18035269,,,1.0,0.5703,,2.0,28.721,,2.0,21.72,3.165,1534291200,75.068,-0.412,-0.409,1974700032,0.13965,9.412,1.314,18585249792,USD,,469428750,2.3,9.443479,-4717700096,49000.0,,,0.34544,5137200000,0.00611,1.0333999,Household & Personal Products,,,1514678400,778464000,2/1,,1,86400,,,1530316800,2056300032,1577750400,12,748300032,0.094790004,1.0,2.5,2,0.756241,,0.14655,0.14655,0.969,hold,2.6,0.02533,0.15654999,-0.128,28.996,,Consumer Defensive,2.0,472500000,0.1091,51552803,1531440000,40808319,0.1188,5.26,38.0,23.0,27.75,25.0,,,2279399936,4.824,10502899712,14140099584,4.248,,
NWSA,-0.004518032,0.18035269,,,1.0,1.878231,,10.0,15.947,,3.0,13.07,1.334,1534291200,18.596,,,862000000,0.09552,10.245,0.979,8831514624,USD,,504183400,0.48,27.229166,455750016,28000.0,,,0.45667,4121000000,0.0059100003,0.95824,Broadcasting - TV,,,1530316800,,,,1,86400,,,1530316800,-1516000000,1593475200,9,757000000,0.06261,10.0,1.62,2,0.8195899,,-0.16777,-0.16777,1.107,hold,2.9,0.02286,-0.13377,0.295,15.487,,Consumer Cyclical,10.0,385400992,0.015800001,9199882,1531440000,7961588,0.0242,3.95,20.0,12.5,16.12,16.5,,,2034000000,3.489,1952000000,9024000000,-2.602,,
NXPI,-0.17995018,0.18035269,,,1.0,0.657525,,1.0,39.874,,6.0,93.14,2.979,1534291200,38.469,0.121,0.102,2796000000,0.29738,9.202,2.737,25730017280,USD,,251245978,7.86,11.849873,1837874944,30180.0,,,0.51159,4622000000,0.01423,0.85427004,Semiconductors,,,1514678400,,,,1,86400,,,1530403200,973000000,1577750400,16,2404000000,0.08168,4.0,0.96,2,2.3358579,,0.10349,0.10349,2.038,buy,2.5,0.020750001,0.076869994,0.04,27.482,,Technology,10.0,344336992,0.0385,13244157,1531440000,7537795,0.0387,1.16,125.0,94.0,107.0,106.5,,,2980999936,11.841,5343000064,9402000384,2.805,,
OCN,0.43793106,0.18035269,,,10.0,0.0361,,1.0,4.481,,7.0,4.18,12.962,1534291200,1202.165,,,257740992,0.23969999,29.284,7.019,7547688448,USD,,82682888,-0.17,-24.588234,406257120,6600.0,,,0.87918,1048540000,0.16375,0.62161,Specialty Finance,,,1514678400,1249862400,166/100,,1,86400,,,1530316800,-78018000,1577750400,1,325910016,0.19091,6.0,-3.86,2,0.9328275,,-0.07256,-0.07256,2.938,hold,3.0,0.01569,-0.13295001,-0.185,8.166,,Financial Services,1.0,133912000,0.043,5762007,1531440000,6353810,0.0495,6.28,4.5,4.5,4.5,4.5,,,235078000,1.755,7227210240,1075250048,-0.592,,
OCUL,0.009302378,0.18035269,,,2.0,1.150467,,10.0,1.188,,8.0,6.75,4.914,1534291200,34.18,,,-50284000,0.0,-4.177,105.121,210031104,USD,,33608388,-1.33,-5.0751877,-32070876,119.0,,,0.0,-28724000,0.09268,0.57238996,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-56238000,1577750400,5,-49471000,-26.23874,9.0,,2,5.6818185,,0.0,0.0,4.8,buy,1.8,-0.43648,-1.19969,0.479,0.061,,Healthcare,7.0,38592200,0.1172,4521723,1531440000,4485392,0.1415,13.41,22.0,9.0,13.2,12.0,,,56834000,1.473,15630000,1998000,-1.719,,
ODP,-0.22535217,0.18035269,,,1.0,2.546747,,1.0,3.889,,1.0,3.35,1.375,1534291200,81.865,-0.459,-0.333,509000000,0.04775,5.595,0.267,2847696128,USD,,547705640,0.37,9.054053,383750016,45000.0,,,0.23492001,2461000000,0.02372,0.93628,Specialty Retail,,,1514592000,923270400,3/2,,1,86400,,,1530316800,103000000,1577664000,4,584000000,0.03649,1.0,-4.41,2,0.86140394,,0.009190001,0.009190001,0.791,hold,3.0,0.04131,0.04987,0.112,19.684,,Consumer Cyclical,1.0,554452992,0.043899998,24337440,1531440000,29181153,0.0444,4.65,4.0,2.4,3.13,3.05,,,747000000,1.347,1764999936,10659000320,0.171,,
OHI,0.031542778,0.18035269,,,1.0,0.475373,,4.0,17.598,,4.0,33.05,3.748,1534291200,115.405,0.193,0.203,598507008,0.67941004,19.217,13.056,11501509632,USD,,197014139,1.68,19.672619,544466112,59.0,,,0.75469,695606000,0.01658,0.75968003,REIT - Healthcare Facilities,,,1514678400,,,,1,86400,,,1530316800,93478000,1577750400,8,530878016,0.36584,3.0,1.31,2,1.8780544,,0.10611,0.10611,3.672,hold,3.0,0.02299,0.024300002,-0.067,4.433,,Real Estate,5.0,200336000,0.1175,23532488,1531440000,23671435,0.1664,15.15,34.0,26.5,30.75,31.0,,,10951000,0.055,4448056832,880924032,0.47,,
OKE,0.21148586,0.18035269,,,1.0,1.276301,,6.0,16.209,,5.0,65.91,0.557,1534291200,119.693,1.061,2.92,2044455936,0.16021,17.448,2.795,35671040000,USD,,408860115,2.86,23.045456,335833984,2470.0,,,0.22836,2635862000,0.00592,0.75372005,Oil & Gas Midstream,,,1514678400,1391385600,11422/10000,,1,86400,,,1530316800,773243008,1577750400,15,1675490944,0.12755999,5.0,0.58,2,4.06626,,0.06068,0.06068,0.37,buy,2.3,0.06058,0.1257,0.086,32.141,,Energy,6.0,411248992,0.020299999,8335198,1531440000,10055219,0.0227,3.62,79.0,63.0,72.53,73.0,,,15295000,0.037,8185185792,12761129984,1.938,,
OKTA,1.3411763,0.18035269,,,,,,,2.344,,,61.83,3.135,1534291200,104.127,,,-108729000,-0.37327,-57.845,21.592,6289378816,USD,,83707789,-0.34,-181.85295,27097000,1176.0,,,0.69995004,179235000,0.020280002,0.75105006,Software - Infrastructure,,,1517356800,,,,1,86400,,,1525046400,-112615000,1580428800,10,-11582000,-0.38733003,,-5.51,2,26.377987,,-0.38661,-0.38661,2.952,buy,1.8,-0.13468,-0.54202,0.598,2.939,,Technology,,87421504,0.056900002,6065844,1531440000,6798378,0.0794,4.06,65.0,51.0,61.1,62.0,,,547041024,5.131,259920000,291286016,-1.136,,
OLED,-0.06283724,0.18035269,,,2.0,2.373458,,7.0,13.76,,2.0,122.4,5.607,1534291200,,-0.77,-0.771,118025000,0.42567003,44.625,18.995,5266857472,USD,,42320611,3.55,34.478874,86981504,222.0,,,0.76558,264182000,0.104720004,0.75574994,Semiconductor Equipment & Materials,,,1514678400,,,,1,86400,,,1530316800,62223000,1577750400,10,126688000,0.32134998,3.0,2.08,2,8.895349,,0.22760001,0.22760001,4.866,buy,1.9,0.072280005,0.10029,-0.452,5.926,,Technology,1.0,47094100,0.1712,8060253,1531440000,6780993,0.19049999,7.07,200.0,120.0,147.9,145.5,,,457428000,9.713,0,277271008,1.32,,
OLLI,0.97116494,0.18035269,,,2.0,0.121463,,10.0,13.243,,6.0,87.1,2.176,1534291200,2.915,0.586,0.606,157199008,0.13971,33.869,4.732,5324105216,USD,,53214777,2.02,43.118813,73505504,3000.0,,,0.40135,431647000,0.16381,0.90588,Discount Stores,,,1517616000,,,,1,86400,,,1525478400,139082000,1580688000,13,109365000,0.12833999,9.0,1.99,2,6.5770593,,0.12361,0.12361,0.195,buy,2.3,0.08769,0.18541999,0.211,18.243,,Consumer Defensive,8.0,62348200,0.0779,4859318,1531440000,5024583,0.0945,8.81,99.0,65.0,78.0,78.0,,,27614000,0.443,24069000,1125169024,2.127,,
OLN,-0.014668405,0.18035269,,,2.0,1.765364,,4.0,16.545,,1.0,30.73,1.795,1534291200,128.754,,,1139000064,0.17222,7.52,1.295,8565311488,USD,,165223486,2.68,11.466417,218300000,6400.0,,,0.14283,728800000,0.01087,0.89455,Specialty Chemicals,,,1514678400,918518400,1575/1000,,1,86400,,,1530316800,621500032,1577750400,13,685699968,0.083900005,2.0,0.37,2,1.8573587,,0.09397,0.09397,1.026,buy,2.1,0.038680002,0.24753,0.132,39.637,,Basic Materials,4.0,167000000,0.0291,4858568,1531440000,4545699,0.0325,3.33,43.0,32.0,38.08,39.0,,,152600000,0.914,3557600000,6613499904,3.68,,
OMC,-0.038895845,0.18035269,,,1.0,0.847354,,6.0,10.346,,4.0,69.32,0.89,1534291200,163.472,0.143,0.108,2351500032,0.15284,8.178,1.25,19230857216,USD,,222997353,5.79,11.972366,1397750016,77300.0,,,0.18236,2791800000,0.00821,1.0908899,Advertising Agencies,,,1514678400,1182816000,2/1,,1,86400,,,1530316800,1145600000,1577750400,15,1782000000,0.13496,4.0,1.75,2,6.7001743,,0.07451,0.07451,0.688,hold,3.1,0.05854,0.41902,0.018,66.921,,Consumer Cyclical,5.0,224372992,0.103199996,23166591,1531440000,24889773,0.1027,8.66,85.0,60.0,74.2,75.0,,,1918700032,8.551,4965300224,15385199616,4.956,,
OMER,0.17906201,0.18035269,,,2.0,3.874025,,6.0,-1.161,,10.0,25.88,3.948,1534291200,,,,-76788000,-1.98614,-16.287,32.347,1250607872,USD,,45653025,-1.58,-16.379745,-28821000,173.0,,,-0.062129997,34750000,0.059860002,0.48768002,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-87783000,1577750400,5,-57572000,-2.00543,8.0,-0.11,2,,,-2.27052,-2.27052,3.679,buy,2.2,-0.58138,,-0.904,0.81,,Healthcare,5.0,48559800,0.18180001,8826799,1531440000,9071232,0.2225,14.9,75.0,20.0,39.2,34.0,,,88404000,1.821,130358000,38662000,-1.839,,
ON,0.2565477,0.18035269,,,1.0,2.026906,,1.0,7.207,,2.0,21.34,1.545,1534291200,89.344,0.591,0.654,1253900032,0.22383,8.723,1.953,10938109952,USD,,418236765,2.02,10.564357,306350016,34000.0,,,0.3773,2047400000,0.0127799995,0.94748,Semiconductors,,,1514678400,1394668800,1/10,,1,86400,,,1530230400,933500032,1577750400,19,1047500032,0.13520001,1.0,0.69,2,2.9610102,,0.16664,0.16664,0.817,buy,2.2,0.067,0.35916,0.088,13.182,,Technology,2.0,426216000,0.0626,26679031,1531440000,27202407,0.063200004,4.2,32.0,18.5,27.34,28.0,,,850200000,1.995,2766799872,5601900032,2.131,,
ONDK,0.7756412,0.18035269,,,1.0,0.732569,,6.0,3.645,,10.0,8.22,26.846,1534291200,272.147,,,,0.0,,6.099,1302238848,USD,,40892761,0.5,16.44,,528.0,,,0.69304,133749000,0.04363,0.80908996,Credit Services,,,1514678400,,,,1,86400,,,1530316800,4895000,1577750400,10,231696000,0.03683,8.0,0.22,2,2.2551441,,0.022920001,0.022920001,25.706,hold,3.0,0.00204,0.00805,0.162,2.892,,Financial Services,8.0,74651800,0.0422,3153066,1531440000,3761215,0.0626,4.09,14.0,6.0,8.8,8.5,,,74262000,0.995,755720000,213519008,0.061,,
OPK,-0.06803805,0.18035269,,,2.0,2.492299,,10.0,3.235,,7.0,5.92,1.048,1534291200,11.585,,,-161170000,-0.15691,-21.26,3.336,3426419200,USD,,330438416,-0.21,-28.190477,15757625,6030.0,,,0.33551,376837000,0.41623002,0.2579,Drug Manufacturers - Specialty & Generic,,,1514678400,,,,1,86400,,,1530316800,-306766016,1577750400,5,-88096000,-0.2546,9.0,-2.05,2,1.8299847,,-0.29867,-0.29867,0.836,buy,2.2,-0.061680004,-0.15662,-0.099,1.836,,Healthcare,3.0,559771008,0.1372,76787383,1531440000,73367143,0.235,11.37,20.0,4.5,12.1,10.0,,,80381000,0.144,209748992,1027120000,-0.548,,
ORCL,-0.050068736,0.18035269,,,2.0,1.120263,,9.0,11.44,,10.0,48.58,3.957,1534291200,131.484,0.077,0.054,16346000384,0.41037998,11.417,4.685,186622279680,USD,,2843261278,3.62,13.41989,10389749760,137000.0,,,0.79712,31750000000,0.28608,0.57692003,Software - Infrastructure,,,1527724800,971395200,2/1,,1,86400,,,1527724800,3824999936,1590883200,25,15386000384,0.35949,9.0,1.73,2,4.246504,,0.09603,0.09603,3.821,buy,2.3,0.06574,0.07614,0.033,9.665,,Technology,4.0,3981159936,0.0128,51142676,1531440000,40965947,0.0168,3.19,61.0,45.0,54.04,53.0,,,67261001728,16.895,60777000960,39830999040,0.9,,
